ID,start_X,start_Y,start_Z,start_node_type,start_node_id,end_X,end_Y,end_Z,end_node_type,end_node_id,Edge_Length,Length_Adjusted_m,LED_Ring_Diameter_m,strip_start_x,strip_start_y,strip_start_z,strip_end_x,strip_end_y,strip_end_z,Data_Flow_Start_Node_ID,Data_Flow_End_Node_ID
11,10.667999,75.590399,2.7506,ArtNet,16,16.764,75.590399,2.7506,Regular,17,6.10,5.30,0.80,11.067999,75.590399,2.750600,16.364000,75.590399,2.750600,16,17
12,10.668007,35.051999,1.0668,ArtNet,18,10.668007,41.148,1.0668,Regular,19,6.10,5.30,0.80,10.668007,35.451999,1.066800,10.668007,40.748000,1.066800,18,19
13,10.668007,41.148,1.0668,Regular,19,16.764,45.110398,1.0668,ArtNet,20,7.27,6.47,0.80,11.003384,41.365995,1.066800,16.428623,44.892403,1.066800,20,19
14,16.764,69.49440000000001,1.0668,Regular,21,10.667999,63.39840000000001,1.0668,ArtNet,14,8.62,7.82,0.80,16.481157,69.211557,1.066800,10.950842,63.681243,1.066800,14,21
15,16.764,75.590399,2.7506,Regular,17,22.860001,69.49440100000001,1.0668,ArtNet,22,8.78,7.98,0.80,17.041598,75.312802,2.673924,22.582403,69.771998,1.143476,22,17
16,16.764,45.110398,1.0668,ArtNet,20,16.764,51.20640100000001,1.0668,ArtNet,23,6.10,5.30,0.80,16.764000,45.510398,1.066800,16.764000,50.806401,1.066800,20,23
17,16.764,51.20640100000001,1.0668,ArtNet,23,10.667999,51.206399000000005,1.0668,Regular,10,6.10,5.30,0.80,16.364000,51.206401,1.066800,11.067999,51.206399,1.066800,23,10
18,16.764,28.955998000000008,1.0668,ArtNet,24,16.763992,22.860001000000004,1.0668,Regular,25,6.10,5.30,0.80,16.763999,28.555998,1.066800,16.763993,23.260001,1.066800,24,25
19,16.763992,22.860001000000004,1.0668,Regular,25,10.667999,22.860001000000004,1.0668,ArtNet,12,6.10,5.30,0.80,16.363992,22.860001,1.066800,11.067999,22.860001,1.066800,12,25
20,22.860001,10.668000000000006,1.0668,Regular,26,16.764,10.668000000000006,1.0668,ArtNet,13,6.10,5.30,0.80,22.460001,10.668000,1.066800,17.164000,10.668000,1.066800,13,26
21,22.860001,41.148,1.0668,Regular,27,16.764,45.110398,1.0668,ArtNet,20,7.27,6.47,0.80,22.524623,41.365995,1.066800,17.099378,44.892403,1.066800,20,27
22,22.860001,45.110398,1.0668,Regular,28,28.956001,45.11040200000001,1.0668,ArtNet,29,6.10,5.30,0.80,23.260001,45.110398,1.066800,28.556001,45.110402,1.066800,29,28
23,22.860001,57.30239900000001,1.0668,Regular,30,16.764,51.20640100000001,1.0668,ArtNet,23,8.62,7.82,0.80,22.577158,57.019556,1.066800,17.046843,51.489244,1.066800,23,30
24,22.860008,28.955998000000008,1.0668,Regular,31,16.764,28.955998000000008,1.0668,ArtNet,24,6.10,5.30,0.80,22.460008,28.955998,1.066800,17.164000,28.955998,1.066800,24,31
25,28.955994,4.571999000000005,2.7914,ArtNet,32,28.955994,10.667991999999998,1.0668,Regular,33,6.34,5.54,0.80,28.955994,4.956893,2.682511,28.955994,10.283098,1.175689,32,33
26,28.956001,51.20640100000001,1.0668,Regular,34,35.052002,57.30239900000001,1.0668,ArtNet,35,8.62,7.82,0.80,29.238844,51.489244,1.066800,34.769159,57.019556,1.066800,35,34
27,28.956001,75.590399,2.7506,ArtNet,36,22.860001,69.49440100000001,1.0668,ArtNet,22,8.78,7.98,0.80,28.678403,75.312802,2.673924,23.137599,69.771998,1.143476,36,22
28,28.955994,22.860001000000004,1.0668,ArtNet,37,22.860008,28.955998000000008,1.0668,Regular,31,8.62,7.82,0.80,28.673152,23.142844,1.066800,23.142850,28.673155,1.066800,37,31
29,28.956001,28.955998000000008,1.0668,Regular,38,35.052006,35.051999,1.0668,ArtNet,39,8.62,7.82,0.80,29.238844,29.238841,1.066800,34.769163,34.769156,1.066800,39,38
30,28.956001,35.051999,1.0668,ArtNet,40,22.860001,41.148,1.0668,Regular,27,8.62,7.82,0.80,28.673158,35.334842,1.066800,23.142844,40.865157,1.066800,40,27
31,28.956001,57.30239900000001,1.0668,ArtNet,41,28.956001,63.39840000000001,1.0668,Regular,42,6.10,5.30,0.80,28.956001,57.702399,1.066800,28.956001,62.998400,1.066800,41,42
32,32.004,1.7462000000000018,4.8577,Intercom,43,28.955994,4.571999000000005,2.7914,ArtNet,32,4.64,3.84,0.80,31.741335,1.989716,4.679635,29.218659,4.328483,2.969465,32,43
33,32.004,78.4162,4.8577,Intercom,44,28.956001,75.590399,2.7506,ArtNet,36,4.66,3.86,0.80,31.742367,78.173640,4.676832,29.217634,75.832959,2.931468,36,44
34,35.052006,41.148,1.0668,ArtNet,45,35.052006,35.051999,1.0668,ArtNet,39,6.10,5.30,0.80,35.052006,40.748000,1.066800,35.052006,35.451999,1.066800,39,45
35,35.052002,57.30239900000001,1.0668,ArtNet,35,28.956001,57.30239900000001,1.0668,ArtNet,41,6.10,5.30,0.80,34.652002,57.302399,1.066800,29.356001,57.302399,1.066800,35,41
36,35.052002,69.49440100000001,1.0668,ArtNet,46,28.956001,63.39840000000001,1.0668,Regular,42,8.62,7.82,0.80,34.769159,69.211558,1.066800,29.238844,63.681243,1.066800,46,42
37,35.052002,75.590399,2.7506,ArtNet,47,32.004,78.4162,4.8577,Intercom,44,4.66,3.86,0.80,34.790369,75.832958,2.931468,32.265633,78.173641,4.676832,47,44
38,35.052006,22.860001000000004,1.0668,ArtNet,48,28.955994,22.860001000000004,1.0668,ArtNet,37,6.10,5.30,0.80,34.652006,22.860001,1.066800,29.355994,22.860001,1.066800,48,37
39,35.052006,16.764001000000007,1.0668,ArtNet,49,28.955994,10.667991999999998,1.0668,Regular,33,8.62,7.82,0.80,34.769163,16.481158,1.066800,29.238837,10.950835,1.066800,49,33
40,41.147999,41.148,1.0668,Regular,50,41.147999,45.110398,1.0668,ArtNet,51,3.96,3.16,0.80,41.147999,41.548000,1.066800,41.147999,44.710398,1.066800,51,50
41,41.148003,51.20640100000001,1.0668,ArtNet,52,41.147999,45.110398,1.0668,ArtNet,51,6.10,5.30,0.80,41.148003,50.806401,1.066800,41.147999,45.510398,1.066800,51,52
42,41.147999,69.49440000000001,1.0668,Regular,53,35.052002,69.49440100000001,1.0668,ArtNet,46,6.10,5.30,0.80,40.747999,69.494400,1.066800,35.452002,69.494401,1.066800,46,53
43,41.147999,16.764001000000007,1.0668,ArtNet,54,41.147999,10.667991999999998,1.0668,Regular,55,6.10,5.30,0.80,41.147999,16.364001,1.066800,41.147999,11.067992,1.066800,54,55
44,41.147999,28.955998000000008,1.0668,Regular,56,35.052006,22.860001000000004,1.0668,ArtNet,48,8.62,7.82,0.80,40.865156,28.673155,1.066800,35.334849,23.142844,1.066800,48,56
45,41.147999,10.667991999999998,1.0668,Regular,55,47.243999,10.667991999999998,1.0668,ArtNet,57,6.10,5.30,0.80,41.547999,10.667992,1.066800,46.843999,10.667992,1.066800,57,55
46,47.243999,35.051999,1.0668,ArtNet,58,51.206402,28.955998000000008,1.0668,ArtNet,59,7.27,6.47,0.80,47.461994,34.716622,1.066800,50.988407,29.291375,1.066800,58,59
47,47.244003,51.20640100000001,1.0668,Regular,60,51.206402,57.30239900000001,1.0668,ArtNet,61,7.27,6.47,0.80,47.461998,51.541778,1.066800,50.988407,56.967022,1.066800,61,60
48,47.243999,69.49440100000001,1.0668,ArtNet,62,51.206402,75.590399,2.7506,ArtNet,63,7.46,6.66,0.80,47.456374,69.821131,1.157047,50.994027,75.263669,2.660353,63,62
49,47.243999,22.860001000000004,1.0668,ArtNet,64,51.206402,28.955998000000008,1.0668,ArtNet,59,7.27,6.47,0.80,47.461995,23.195378,1.066800,50.988406,28.620621,1.066800,59,64
50,47.243999,10.667991999999998,1.0668,ArtNet,57,51.206398,4.571999000000005,2.7914,Regular,65,7.47,6.67,0.80,47.456109,10.341669,1.159119,50.994288,4.898322,2.699081,57,65
51,51.206402,16.764001000000007,1.0668,Regular,66,47.243999,22.860001000000004,1.0668,ArtNet,64,7.27,6.47,0.80,50.988407,17.099378,1.066800,47.461994,22.524624,1.066800,64,66
52,51.206402,63.39840000000001,1.0668,ArtNet,67,47.243999,69.49440100000001,1.0668,ArtNet,62,7.27,6.47,0.80,50.988407,63.733777,1.066800,47.461994,69.159024,1.066800,67,62
53,51.206402,57.30239900000001,1.0668,ArtNet,61,51.206406,51.20640100000001,1.0668,Regular,68,6.10,5.30,0.80,51.206402,56.902399,1.066800,51.206406,51.606401,1.066800,61,68
54,51.206402,41.148,1.0668,ArtNet,69,47.243999,35.051999,1.0668,ArtNet,58,7.27,6.47,0.80,50.988407,40.812623,1.066800,47.461994,35.387376,1.066800,69,58
55,51.206398,4.571999000000005,2.7914,Regular,65,57.302399,10.668000000000006,1.0668,ArtNet,70,8.79,7.99,0.80,51.483746,4.849347,2.712936,57.025051,10.390652,1.145264,70,65
56,51.206406,51.20640100000001,1.0668,Regular,68,57.302402,51.20640100000001,1.0668,ArtNet,71,6.10,5.30,0.80,51.606406,51.206401,1.066800,56.902402,51.206401,1.066800,71,68
57,51.206402,35.051999,1.0668,ArtNet,72,47.243999,35.051999,1.0668,ArtNet,58,3.96,3.16,0.80,50.806402,35.051999,1.066800,47.643999,35.051999,1.066800,72,58
58,57.302399,63.39840000000001,1.0668,Regular,73,63.398399,69.49440100000001,1.0668,ArtNet,74,8.62,7.82,0.80,57.585242,63.681243,1.066800,63.115556,69.211558,1.066800,74,73
59,57.302399,35.051999,1.0668,Regular,75,51.206402,35.051999,1.0668,ArtNet,72,6.10,5.30,0.80,56.902399,35.051999,1.066800,51.606402,35.051999,1.066800,72,75
60,57.302399,45.110398,1.0668,Regular,76,57.302402,51.20640100000001,1.0668,ArtNet,71,6.10,5.30,0.80,57.302399,45.510398,1.066800,57.302402,50.806401,1.066800,71,76
61,57.302399,28.955998000000008,1.0668,Regular,77,63.398399,22.860001000000004,1.0668,ArtNet,78,8.62,7.82,0.80,57.585242,28.673155,1.066800,63.115556,23.142844,1.066800,78,77
62,57.302399,10.668000000000006,1.0668,ArtNet,70,51.206402,16.764001000000007,1.0668,Regular,66,8.62,7.82,0.80,57.019556,10.950843,1.066800,51.489245,16.481158,1.066800,70,66
63,57.302399,69.49440000000001,1.0668,Regular,79,51.206402,75.590399,2.7506,ArtNet,63,8.78,7.98,0.80,57.024802,69.771998,1.143476,51.483999,75.312801,2.673924,63,79
64,63.398399,69.49440100000001,1.0668,ArtNet,74,57.302399,69.49440000000001,1.0668,Regular,79,6.10,5.30,0.80,62.998399,69.494401,1.066800,57.702399,69.494400,1.066800,74,79
65,63.398399,41.148,1.0668,ArtNet,80,57.302399,45.110398,1.0668,Regular,76,7.27,6.47,0.80,63.063022,41.365995,1.066800,57.637776,44.892403,1.066800,80,76
66,63.398399,22.860001000000004,1.0668,ArtNet,78,63.398399,16.764001000000007,1.0668,Regular,81,6.10,5.30,0.80,63.398399,22.460001,1.066800,63.398399,17.164001,1.066800,78,81
67,63.398399,10.668000000000006,1.0668,ArtNet,82,63.398399,16.764001000000007,1.0668,Regular,81,6.10,5.30,0.80,63.398399,11.068000,1.066800,63.398399,16.364001,1.066800,82,81
68,63.398399,57.302397000000006,1.0668,ArtNet,83,69.4944,57.30239900000001,1.0668,Regular,84,6.10,5.30,0.80,63.798399,57.302397,1.066800,69.094400,57.302399,1.066800,83,84
69,69.4944,75.590399,2.7506,ArtNet,85,69.4944,69.49440000000001,1.0668,Regular,86,6.32,5.52,0.80,69.494400,75.204837,2.644102,69.494400,69.879962,1.173298,85,86
70,69.4944,35.051999,1.0668,Regular,87,69.4944,41.148,1.0668,ArtNet,88,6.10,5.30,0.80,69.494400,35.451999,1.066800,69.494400,40.748000,1.066800,88,87
71,69.4944,22.860001000000004,1.0668,Regular,89,75.590408,16.763997000000003,1.0668,ArtNet,90,8.62,7.82,0.80,69.777243,22.577158,1.066800,75.307565,17.046840,1.066800,90,89
72,69.4944,4.571999000000005,2.7914,ArtNet,91,72.5424,1.7462000000000018,4.8577,Intercom,92,4.64,3.84,0.80,69.757064,4.328483,2.969465,72.279736,1.989716,4.679635,91,92
73,69.4944,57.30239900000001,1.0668,Regular,84,75.590401,57.30239900000001,1.0668,ArtNet,93,6.10,5.30,0.80,69.894400,57.302399,1.066800,75.190401,57.302399,1.066800,93,84
74,69.4944,41.148,1.0668,ArtNet,88,69.4944,45.110398,1.0668,ArtNet,94,3.96,3.16,0.80,69.494400,41.548000,1.066800,69.494400,44.710398,1.066800,94,88
75,69.4944,45.110398,1.0668,ArtNet,94,75.590401,51.20640100000001,1.0668,Regular,95,8.62,7.82,0.80,69.777243,45.393241,1.066800,75.307558,50.923558,1.066800,94,95
76,69.4944,63.398398,1.0668,Regular,96,75.590401,69.49440100000001,1.0668,ArtNet,97,8.62,7.82,0.80,69.777243,63.681241,1.066800,75.307558,69.211558,1.066800,97,96
77,72.5424,78.4162,4.8577,Intercom,98,75.590401,75.590399,2.7506,ArtNet,99,4.66,3.86,0.80,72.804033,78.173640,4.676832,75.328768,75.832959,2.931468,99,98
78,72.5424,1.7462000000000018,4.8577,Intercom,92,75.590401,4.571999000000005,2.7914,ArtNet,100,4.64,3.84,0.80,72.805065,1.989716,4.679635,75.327736,4.328483,2.969465,100,92
79,75.590401,75.590399,2.7506,ArtNet,99,81.686401,69.49440000000001,1.0668,Regular,101,8.78,7.98,0.80,75.867999,75.312802,2.673924,81.408803,69.771997,1.143476,99,101
80,75.590393,28.955994000000004,1.0668,ArtNet,102,81.686401,22.860001000000004,1.0668,ArtNet,103,8.62,7.82,0.80,75.873236,28.673152,1.066800,81.403558,23.142843,1.066800,102,103
81,75.590401,10.668000000000006,1.0668,Regular,104,75.590408,16.763997000000003,1.0668,ArtNet,90,6.10,5.30,0.80,75.590401,11.068000,1.066800,75.590408,16.363997,1.066800,90,104
82,75.590401,57.30239900000001,1.0668,ArtNet,93,69.4944,63.398398,1.0668,Regular,96,8.62,7.82,0.80,75.307558,57.585242,1.066800,69.777243,63.115555,1.066800,93,96
83,75.590401,51.20640100000001,1.0668,Regular,95,75.590401,57.30239900000001,1.0668,ArtNet,93,6.10,5.30,0.80,75.590401,51.606401,1.066800,75.590401,56.902399,1.066800,93,95
84,75.590401,69.49440100000001,1.0668,ArtNet,97,69.4944,69.49440000000001,1.0668,Regular,86,6.10,5.30,0.80,75.190401,69.494401,1.066800,69.894400,69.494400,1.066800,97,86
85,81.686401,35.051999,1.0668,Regular,105,75.590393,28.955994000000004,1.0668,ArtNet,102,8.62,7.82,0.80,81.403558,34.769156,1.066800,75.873236,29.238837,1.066800,102,105
86,81.686401,69.49440000000001,1.0668,Regular,101,87.782402,69.49440100000001,1.0668,ArtNet,106,6.10,5.30,0.80,82.086401,69.494400,1.066800,87.382402,69.494401,1.066800,106,101
87,81.686401,22.860001000000004,1.0668,ArtNet,103,87.78241,22.860001000000004,1.0668,Regular,107,6.10,5.30,0.80,82.086401,22.860001,1.066800,87.382410,22.860001,1.066800,103,107
88,81.686401,10.668000000000006,1.0668,Regular,108,75.590401,4.571999000000005,2.7914,ArtNet,100,8.79,7.99,0.80,81.409053,10.390652,1.145264,75.867749,4.849347,2.712936,100,108
89,81.686401,51.20640100000001,1.0668,Regular,109,75.590401,57.30239900000001,1.0668,ArtNet,93,8.62,7.82,0.80,81.403558,51.489244,1.066800,75.873244,57.019556,1.066800,93,109
90,87.782402,69.49440100000001,1.0668,ArtNet,106,93.878403,69.49440000000001,1.0668,Regular,110,6.10,5.30,0.80,88.182402,69.494401,1.066800,93.478403,69.494400,1.066800,106,110
91,87.782402,45.110398,1.0668,ArtNet,111,81.686401,51.20640100000001,1.0668,Regular,109,8.62,7.82,0.80,87.499559,45.393241,1.066800,81.969244,50.923558,1.066800,111,109
92,87.782402,41.148,1.0668,ArtNet,112,93.878403,41.148,1.0668,Regular,113,6.10,5.30,0.80,88.182402,41.148000,1.066800,93.478403,41.148000,1.066800,112,113
93,87.78241,22.860001000000004,1.0668,Regular,107,93.878403,22.860001000000004,1.0668,ArtNet,114,6.10,5.30,0.80,88.182410,22.860001,1.066800,93.478403,22.860001,1.066800,114,107
94,87.782402,10.668000000000006,1.0668,ArtNet,115,81.686401,10.668000000000006,1.0668,Regular,108,6.10,5.30,0.80,87.382402,10.668000,1.066800,82.086401,10.668000,1.066800,115,108
95,87.782402,57.302397000000006,1.0668,ArtNet,116,93.878403,57.30239900000001,1.0668,Regular,117,6.10,5.30,0.80,88.182402,57.302397,1.066800,93.478403,57.302399,1.066800,116,117
96,93.878403,69.49440000000001,1.0668,Regular,110,93.878403,63.398398,1.0668,ArtNet,118,6.10,5.30,0.80,93.878403,69.094400,1.066800,93.878403,63.798398,1.066800,118,110
97,93.878403,63.398398,1.0668,ArtNet,118,99.974403,57.30239900000001,2.8096,ArtNet,119,8.80,8.00,0.80,94.155638,63.121163,1.146059,99.697168,57.579634,2.730341,119,118
98,93.878403,51.20640100000001,1.0668,ArtNet,120,93.878403,57.30239900000001,1.0668,Regular,117,6.10,5.30,0.80,93.878403,51.606401,1.066800,93.878403,56.902399,1.066800,120,117
99,93.878403,22.860001000000004,1.0668,ArtNet,114,99.974403,28.955998000000008,2.8096,ArtNet,121,8.80,8.00,0.80,94.155638,23.137235,1.146059,99.697168,28.678764,2.730341,121,114
100,93.878403,16.764001000000007,1.0668,Regular,122,87.782402,10.668000000000006,1.0668,ArtNet,115,8.62,7.82,0.80,93.595560,16.481158,1.066800,88.065245,10.950843,1.066800,115,122
101,93.878403,41.148,1.0668,Regular,113,93.878403,35.051999,1.0668,ArtNet,123,6.10,5.30,0.80,93.878403,40.748000,1.066800,93.878403,35.451999,1.066800,123,113
102,93.878403,35.051999,1.0668,ArtNet,123,99.974403,28.955998000000008,2.8096,ArtNet,121,8.80,8.00,0.80,94.155638,34.774764,1.146059,99.697168,29.233233,2.730341,123,121
103,99.974403,57.30239900000001,2.8096,ArtNet,119,102.8002,54.254400000000004,4.8577,Intercom,124,4.63,3.83,0.80,100.218343,57.039277,2.986405,102.556260,54.517522,4.680895,119,124
104,99.974403,51.20640100000001,2.8096,ArtNet,125,93.878403,51.20640100000001,1.0668,ArtNet,120,6.34,5.54,0.80,99.589812,51.206401,2.699648,94.262994,51.206401,1.176752,125,120
105,99.974403,28.955998000000008,2.8096,ArtNet,121,102.8001,25.90800000000001,4.8577,Intercom,126,4.63,3.83,0.80,100.218338,28.692872,2.986407,102.556165,26.171126,4.680893,121,126
106,102.8002,54.254400000000004,4.8577,Intercom,124,99.974403,51.20640100000001,2.8096,ArtNet,125,4.63,3.83,0.80,102.556260,53.991278,4.680895,100.218343,51.469523,2.986405,125,124
107,4.571999,16.764001000000007,2.8925,ArtNet,5,10.667999,16.764001000000007,1.0668,ArtNet,11,6.36,5.56,0.80,4.955183,16.764001,2.777740,10.284815,16.764001,1.181560,5,11
108,4.571999,69.494399,2.8925,Regular,8,10.667999,63.39840000000001,1.0668,ArtNet,14,8.81,8.01,0.80,4.848705,69.217693,2.809629,10.391293,63.675106,1.149671,14,8
109,4.572006,28.956002000000005,2.8925,ArtNet,2,10.667999,22.860001000000004,1.0668,ArtNet,12,8.81,8.01,0.80,4.848712,28.679296,2.809629,10.391293,23.136707,1.149671,2,12
110,4.572006,28.956002000000005,2.8925,ArtNet,2,10.668007,35.051999,1.0668,ArtNet,18,8.81,8.01,0.80,4.848712,29.232708,2.809629,10.391301,34.775293,1.149671,18,2
111,10.667999,16.764001000000007,1.0668,ArtNet,11,16.764,10.668000000000006,1.0668,ArtNet,13,8.62,7.82,0.80,10.950842,16.481158,1.066800,16.481157,10.950843,1.066800,11,13
112,10.667999,57.302397000000006,1.0668,Regular,15,16.764,51.20640100000001,1.0668,ArtNet,23,8.62,7.82,0.80,10.950842,57.019554,1.066800,16.481157,51.489244,1.066800,23,15
113,16.764,69.49440000000001,1.0668,Regular,21,22.860001,69.49440100000001,1.0668,ArtNet,22,6.10,5.30,0.80,17.164000,69.494400,1.066800,22.460001,69.494401,1.066800,22,21
114,16.764,45.110398,1.0668,ArtNet,20,22.860001,45.110398,1.0668,Regular,28,6.10,5.30,0.80,17.164000,45.110398,1.066800,22.460001,45.110398,1.066800,20,28
115,22.860001,10.668000000000006,1.0668,Regular,26,28.955994,4.571999000000005,2.7914,ArtNet,32,8.79,7.99,0.80,23.137348,10.390652,1.145264,28.678647,4.849347,2.712936,32,26
116,22.860001,57.30239900000001,1.0668,Regular,30,28.956001,57.30239900000001,1.0668,ArtNet,41,6.10,5.30,0.80,23.260001,57.302399,1.066800,28.556001,57.302399,1.066800,41,30
117,28.956001,45.11040200000001,1.0668,ArtNet,29,35.052006,41.148,1.0668,ArtNet,45,7.27,6.47,0.80,29.291378,44.892407,1.066800,34.716629,41.365995,1.066800,29,45
118,28.956001,45.11040200000001,1.0668,ArtNet,29,28.956001,51.20640100000001,1.0668,Regular,34,6.10,5.30,0.80,28.956001,45.510402,1.066800,28.956001,50.806401,1.066800,29,34
119,28.955994,22.860001000000004,1.0668,ArtNet,37,28.956001,28.955998000000008,1.0668,Regular,38,6.10,5.30,0.80,28.955994,23.260001,1.066800,28.956001,28.555998,1.066800,37,38
120,28.956001,28.955998000000008,1.0668,Regular,38,28.956001,35.051999,1.0668,ArtNet,40,6.10,5.30,0.80,28.956001,29.355998,1.066800,28.956001,34.651999,1.066800,40,38
121,35.052006,41.148,1.0668,ArtNet,45,41.147999,41.148,1.0668,Regular,50,6.10,5.30,0.80,35.452006,41.148000,1.066800,40.747999,41.148000,1.066800,45,50
122,35.052002,57.30239900000001,1.0668,ArtNet,35,41.148003,51.20640100000001,1.0668,ArtNet,52,8.62,7.82,0.80,35.334845,57.019556,1.066800,40.865160,51.489244,1.066800,52,35
123,35.052002,69.49440100000001,1.0668,ArtNet,46,35.052002,75.590399,2.7506,ArtNet,47,6.32,5.52,0.80,35.052002,69.879963,1.173298,35.052002,75.204837,2.644102,47,46
124,35.052006,22.860001000000004,1.0668,ArtNet,48,35.052006,16.764001000000007,1.0668,ArtNet,49,6.10,5.30,0.80,35.052006,22.460001,1.066800,35.052006,17.164001,1.066800,49,48
125,35.052006,16.764001000000007,1.0668,ArtNet,49,41.147999,16.764001000000007,1.0668,ArtNet,54,6.10,5.30,0.80,35.452006,16.764001,1.066800,40.747999,16.764001,1.066800,49,54
126,41.147999,41.148,1.0668,Regular,50,47.243999,35.051999,1.0668,ArtNet,58,8.62,7.82,0.80,41.430842,40.865157,1.066800,46.961156,35.334842,1.066800,58,50
127,41.148003,51.20640100000001,1.0668,ArtNet,52,47.244003,51.20640100000001,1.0668,Regular,60,6.10,5.30,0.80,41.548003,51.206401,1.066800,46.844003,51.206401,1.066800,52,60
128,41.147999,69.49440000000001,1.0668,Regular,53,47.243999,69.49440100000001,1.0668,ArtNet,62,6.10,5.30,0.80,41.547999,69.494400,1.066800,46.843999,69.494401,1.066800,62,53
129,41.147999,16.764001000000007,1.0668,ArtNet,54,47.243999,22.860001000000004,1.0668,ArtNet,64,8.62,7.82,0.80,41.430842,17.046844,1.066800,46.961156,22.577158,1.066800,54,64
130,41.147999,28.955998000000008,1.0668,Regular,56,47.243999,22.860001000000004,1.0668,ArtNet,64,8.62,7.82,0.80,41.430842,28.673155,1.066800,46.961156,23.142844,1.066800,64,56
131,51.206402,63.39840000000001,1.0668,ArtNet,67,57.302399,63.39840000000001,1.0668,Regular,73,6.10,5.30,0.80,51.606402,63.398400,1.066800,56.902399,63.398400,1.066800,67,73
132,51.206402,63.39840000000001,1.0668,ArtNet,67,51.206402,57.30239900000001,1.0668,ArtNet,61,6.10,5.30,0.80,51.206402,62.998400,1.066800,51.206402,57.702399,1.066800,67,61
133,51.206402,41.148,1.0668,ArtNet,69,57.302399,45.110398,1.0668,Regular,76,7.27,6.47,0.80,51.541779,41.365995,1.066800,56.967022,44.892403,1.066800,69,76
134,51.206402,28.955998000000008,1.0668,ArtNet,59,57.302399,28.955998000000008,1.0668,Regular,77,6.10,5.30,0.80,51.606402,28.955998,1.066800,56.902399,28.955998,1.066800,59,77
135,57.302399,35.051999,1.0668,Regular,75,63.398399,41.148,1.0668,ArtNet,80,8.62,7.82,0.80,57.585242,35.334842,1.066800,63.115556,40.865157,1.066800,80,75
136,57.302399,10.668000000000006,1.0668,ArtNet,70,63.398399,10.668000000000006,1.0668,ArtNet,82,6.10,5.30,0.80,57.702399,10.668000,1.066800,62.998399,10.668000,1.066800,82,70
137,57.302402,51.20640100000001,1.0668,ArtNet,71,63.398399,57.302397000000006,1.0668,ArtNet,83,8.62,7.82,0.80,57.585245,51.489244,1.066800,63.115556,57.019554,1.066800,83,71
138,63.398399,69.49440100000001,1.0668,ArtNet,74,69.4944,75.590399,2.7506,ArtNet,85,8.78,7.98,0.80,63.675997,69.771998,1.143476,69.216802,75.312802,2.673924,85,74
139,63.398399,41.148,1.0668,ArtNet,80,69.4944,35.051999,1.0668,Regular,87,8.62,7.82,0.80,63.681242,40.865157,1.066800,69.211557,35.334842,1.066800,80,87
140,63.398399,22.860001000000004,1.0668,ArtNet,78,69.4944,22.860001000000004,1.0668,Regular,89,6.10,5.30,0.80,63.798399,22.860001,1.066800,69.094400,22.860001,1.066800,78,89
141,63.398399,10.668000000000006,1.0668,ArtNet,82,69.4944,4.571999000000005,2.7914,ArtNet,91,8.79,7.99,0.80,63.675747,10.390652,1.145264,69.217052,4.849347,2.712936,91,82
