Pillar,px,py,pz
184,57.3023986816406,75.5904006958008,2.59080004692078
185,51.2063980102539,75.5904006958008,2.59080004692078
186,47.2439994812012,75.5904006958008,2.59080004692078
187,41.1479988098145,75.5904006958008,2.59080004692078
188,35.0519981384277,75.5904006958008,2.59080004692078
189,28.9559936523438,75.5904006958008,2.59080004692078
190,22.8600006103516,75.5904006958008,2.59080004692078
191,16.7639999389648,75.5904006958008,2.59080004692078
192,10.6679992675781,75.5904006958008,2.59080004692078
193,4.57199859619141,69.4944000244141,2.59080004692078
194,4.57199859619141,63.3983993530273,2.59080004692078
195,4.57199859619141,57.3023986816406,2.59080004692078
196,4.57200622558594,51.2063980102539,2.59080004692078
197,4.57200622558594,45.1104049682617,2.59080004692078
198,4.57200622558594,39.014404296875,2.59080004692078
199,4.57200622558594,35.0519981384277,2.59080004692078
200,4.57199859619141,28.9559993743897,2.59080004692078
201,4.57199859619141,22.8600006103516,2.59080004692078
202,4.57199859619141,16.7639999389648,2.59080004692078
203,4.57199859619141,10.6680011749268,2.59080004692078
204,10.6679992675781,4.57200050354004,2.59080004692078
205,16.7639999389648,4.57200050354004,2.59080004692078
206,22.8600006103516,4.57200050354004,2.59080004692078
207,28.9560012817383,4.57200050354004,2.59080004692078
208,35.052001953125,4.57200050354004,2.59080004692078
209,41.1479988098145,4.57200050354004,2.59080004692078
210,51.2064018249512,4.57200050354004,2.59080004692078
211,57.3023986816406,4.57200050354004,2.59080004692078
212,63.3983993530273,4.57200050354004,2.59080004692078
213,69.4944000244141,4.57200050354004,2.59080004692078
214,75.5904006958008,4.57200050354004,2.59080004692078
215,81.6864013671875,4.57200050354004,2.59080004692078
216,87.7824020385742,4.57200050354004,2.59080004692078
217,93.8784027099609,4.57200050354004,2.59080004692078
218,99.9744033813477,75.5904006958008,2.59080004692078
219,4.57199859619141,75.5904006958008,2.59080004692078
220,4.57199859619141,4.57200002670288,2.59080004692078
